age,rq1,rq2,rq3,st_5
19,9,9,10,2
53,5,4,5,0
23,9,8,9,2
53,7,6,8,5
54,10,10,10,0
69,9,8,9,0
46,7,7,7,0
49,8,9,9,0
69,10,9,8,1
59,8,8,8,0
44,10,10,10,1
58,6,7,6,0
19,5,5,8,5
37,10,10,10,0
42,10,10,10,0
69,8,8,8,2
29,10,9,10,2
62,7,8,6,4
62,9,9,9,0
54,8,8,8,1
48,6,7,7,7
25,8,10,8,4
60,10,9,10,1
88,9,9,9,5
32,9,10,9,4
42,9,9,9,0
41,9,7,8,0
74,9,10,10,0
45,7,7,7,0
56,5,6,7,0
84,9,8,8,0
20,5,8,5,1
35,10,10,10,0
30,8,8,7,0
74,8,9,6,1
56,7,7,7,1
64,10,10,10,0
54,8,8,9,2
39,9,9,8,2
28,10,10,10,0
18,5,4,6,5
52,9,8,9,2
28,9,10,9,2
26,7,8,9,2
66,8,8,8,6
31,6,6,6,0
42,9,10,9,3
67,8,7,7,0
46,10,10,10,0
53,7,7,7,5
39,5,8,7,3
59,8,8,8,0
54,9,8,9,5
33,9,9,9,0
55,8,8,8,5
44,7,5,8,2
55,9,9,9,0
50,9,9,9,0
53,8,8,8,0
44,9,9,9,0
66,8,8,8,2
35,10,10,10,1
44,9,10,9,1
32,10,9,9,0
28,10,10,10,0
41,8,8,8,1
43,10,10,10,1
67,9,9,9,0
55,10,10,10,0
53,10,10,10,1
52,5,8,5,4
53,5,10,9,0
37,8,8,8,0
52,9,9,9,0
49,6,6,7,1
68,9,8,8,1
54,7,10,8,1
81,9,7,10,0
74,7,7,7,0
57,10,10,10,0
68,6,7,6,0
46,10,10,10,1
18,8,8,8,5
51,9,8,9,2
48,9,8,9,1
58,10,10,10,0
30,10,10,7,3
49,10,10,10,0
18,5,5,5,5
37,8,8,9,2
69,9,8,10,4
29,10,10,10,1
45,9,9,9,0
67,9,9,9,1
59,9,9,9,0
8,8,8,9,0
47,9,9,9,0
23,8,8,8,5
38,7,8,7,2
55,8,9,8,0
53,9,9,10,4
43,9,10,10,0
32,7,7,7,0
85,8,8,8,0
27,8,9,7,2
63,9,10,9,0
64,7,7,7,0
41,10,10,10,5
61,10,10,10,0
65,5,5,5,5
60,8,8,9,2
51,10,10,10,0
60,8,8,8,0
57,9,9,9,0
68,8,8,8,0
36,9,9,9,1
18,7,7,7,0
29,8,8,10,5
82,9,9,9,2
26,10,10,10,1
71,7,6,7,1
29,10,1,3,5
70,8,8,8,1
51,3,8,10,5
34,10,5,10,0
38,9,9,9,4
72,7,7,7,5
43,10,10,10,0
52,8,8,8,3
55,8,9,8,1
32,8,8,8,0
67,6,7,6,7
80,8,8,8,2
42,8,8,8,3
53,8,9,8,2
58,9,9,9,0
51,10,10,10,0
69,8,8,8,1
45,9,9,10,3
58,10,9,9,1
53,6,6,6,0
66,9,9,9,5
52,5,5,5,5
47,7,7,7,3
61,8,8,8,0
16,5,10,10,4
45,9,9,9,1
71,7,6,7,1
65,7,7,7,2
56,7,8,8,6
78,8,9,9,4
25,10,10,10,0
63,10,10,10,0
24,9,9,9,1
29,7,8,8,1
62,10,9,9,0
50,10,10,10,5
32,2,1,1,3
21,9,9,10,0
45,10,10,10,0
81,5,6,7,0
72,7,7,7,1
57,10,10,10,0
72,7,6,7,0
57,9,8,7,5
47,9,9,9,2
20,8,8,9,2
38,9,10,10,0
52,7,7,6,0
21,10,10,10,0
81,8,8,8,0
80,9,9,9,0
23,8,8,8,4
46,9,9,9,0
41,10,10,10,0
24,8,8,8,0
65,8,8,8,1
60,7,5,7,0
43,8,8,8,0
61,7,8,8,3
72,7,7,7,0
63,10,10,10,0
41,8,7,7,1
77,10,10,10,2
60,10,10,10,0
48,8,10,9,2
34,10,10,10,0
35,9,9,9,0
82,8,7,9,0
75,9,9,9,2
19,5,9,10,7
24,8,9,10,0
68,10,10,9,1
75,9,9,8,0
49,6,5,5,0
42,9,9,9,0
59,10,10,10,0
47,6,6,6,5
35,10,10,10,0
44,9,9,9,1
63,8,8,9,0
58,6,6,6,3
24,9,9,9,5
38,8,8,8,0
61,9,8,10,0
31,9,10,10,2
47,10,10,10,0
18,8,8,9,4
67,10,10,10,0
26,3,3,4,7
53,8,8,8,0
53,10,10,10,0
30,5,8,5,6
57,9,10,9,5
38,8,8,8,0
62,8,7,8,1
44,10,10,10,0
38,8,8,8,0
53,7,7,8,3
48,10,10,10,0
59,10,10,10,0
55,7,7,7,2
38,7,7,9,5
69,6,6,6,5
53,10,7,9,0
69,8,8,8,5
26,9,10,9,0
69,8,8,8,5
55,9,9,9,0
69,10,10,10,5
66,10,10,10,0
48,10,5,8,5
57,8,7,9,2
27,8,7,8,1
73,9,9,9,3
57,8,8,8,5
79,7,7,7,0
46,9,9,9,4
69,8,8,8,0
79,8,7,8,3
44,7,6,8,2
72,8,7,8,2
28,8,8,8,0
61,9,9,9,4
49,9,8,9,0
55,8,9,9,2
63,4,4,4,0
38,8,9,8,0
72,7,7,7,0
33,10,10,10,3
43,8,8,10,6
35,8,9,9,1
67,8,8,8,0
65,3,3,3,1
61,6,6,6,5
64,6,6,8,0
57,9,8,9,2
80,5,5,5,2
58,9,10,9,0
55,10,9,9,0
46,10,10,10,0
49,9,9,10,0
59,8,8,8,0
37,1,10,10,1
37,10,9,9,0
53,10,10,10,0
39,9,9,9,0
30,7,9,8,3
28,7,8,8,4
42,7,7,7,1
44,10,10,10,0
80,8,8,8,0
14,4,10,5,4
91,9,10,9,0
45,8,8,9,0
22,8,8,8,0
55,9,9,9,5
73,10,10,10,0
32,6,6,6,0
34,8,8,8,0
44,8,8,8,0
65,8,8,8,5
55,10,9,10,0
20,6,6,6,3
56,9,8,10,0
56,9,9,9,5
77,10,10,10,0
27,10,10,10,0
50,10,10,10,0
63,6,6,6,0
60,10,10,10,0
65,6,8,8,1
53,5,5,5,5
34,10,10,10,0
66,9,9,9,0
41,9,8,9,0
28,7,8,8,0
33,8,9,9,0
62,8,8,9,4
71,6,7,7,0
28,10,10,10,3
55,9,9,9,0
53,9,9,9,1
51,7,7,7,6
47,5,5,5,0
25,8,8,8,4
19,10,10,10,0
69,8,8,8,0
22,10,10,10,2
62,9,9,9,5
65,5,5,5,1
85,8,8,9,5
59,10,10,10,0
38,7,7,8,1
23,9,9,9,3
44,7,6,7,4
67,7,7,6,3
60,6,6,7,1
39,10,10,10,0
40,6,7,6,1
76,6,8,7,2
31,9,8,9,3
62,10,10,10,0
65,8,10,10,0
69,8,9,9,3
43,9,9,9,0
50,9,8,9,1
74,9,9,9,0
86,8,8,8,0
49,8,8,8,3
51,10,10,10,4
57,10,10,10,1
22,10,10,9,6
70,9,9,9,0
28,9,9,9,0
54,10,10,10,0
65,9,10,10,0
48,9,8,8,0
54,10,8,9,5
61,10,10,10,0
36,6,8,6,4
49,9,10,10,2
37,5,5,5,0
62,9,9,9,3
77,8,8,9,0
80,7,8,7,5
29,10,8,9,2
46,10,10,10,0
75,9,9,9,0
29,9,9,9,0
17,10,10,10,0
48,10,8,9,0
36,9,9,9,1
50,8,10,8,2
59,10,10,10,6
44,8,9,10,1
71,6,6,7,0
67,8,8,8,5
48,8,8,9,5
43,8,8,8,4
53,7,3,10,4
67,10,10,10,0
75,10,10,10,0
60,7,7,7,0
58,8,7,7,3
51,9,9,9,0
25,9,10,10,1
37,5,5,5,5
53,7,7,7,2
34,8,8,10,3
24,10,10,9,0
24,7,10,10,2
40,10,10,10,0
35,2,7,6,0
52,10,10,10,0
60,10,10,10,0
34,10,10,10,0
58,9,8,9,0
41,7,7,7,0
23,9,9,9,2
56,10,10,10,0
18,7,9,8,7
23,10,9,10,2
62,9,9,9,0
30,8,9,9,5
62,10,10,10,0
32,9,9,9,0
16,8,8,8,2
58,9,8,9,2
64,10,10,10,0
43,10,10,9,0
67,9,8,10,3
53,10,10,10,0
23,8,9,8,2
57,10,10,9,1
87,9,8,8,1
79,9,9,9,0
78,8,7,8,2
56,9,8,8,0
76,7,7,8,5
32,9,9,9,0
38,8,8,9,2
32,9,9,9,0
38,9,9,10,6
49,10,8,10,7
53,9,8,8,2
65,8,7,7,3
59,10,10,10,0
48,10,10,10,1
22,8,10,10,3
60,9,10,10,2
60,9,9,9,0
74,7,7,7,4
82,10,10,10,0
47,9,9,9,0
37,6,9,7,5
34,9,9,9,0
63,10,10,10,0
65,5,5,5,4
67,10,10,10,2
59,9,10,10,1
65,9,9,10,1
32,8,8,8,2
18,8,8,8,2
33,8,8,8,0
42,8,8,9,1
69,9,10,9,6
14,10,10,10,1
62,10,10,10,0
85,8,8,8,0
59,8,9,9,4
58,8,8,8,2
31,5,8,9,1
54,8,8,8,5
45,9,9,9,0
59,9,9,9,1
65,9,9,10,0
44,7,8,8,1
30,10,10,10,0
81,6,6,6,0
63,9,9,9,0
61,8,8,8,0
18,9,9,9,0
53,5,6,7,0
64,10,10,10,0
63,6,7,6,3
73,10,10,10,0
19,10,10,9,0
59,10,8,9,0
62,8,9,8,0
78,9,10,10,3
52,7,8,8,2
78,9,9,9,2
47,8,8,8,5
32,9,9,9,0
73,8,9,8,4
53,7,7,8,0
32,5,5,5,5
44,10,10,10,0
62,10,10,10,5
77,7,7,8,3
48,7,8,8,1
22,5,8,8,0
60,10,10,10,0
52,8,8,8,0
53,7,8,7,5
25,5,5,4,7
52,10,10,10,5
44,10,10,9,1
40,1,10,10,4
35,8,9,10,1
48,10,10,10,0
24,8,8,10,4
58,10,10,10,1
25,8,9,9,0
20,8,8,9,0
36,5,10,10,2
36,8,8,7,0
50,9,10,9,0
52,10,10,9,5
14,10,10,10,0
49,10,10,10,2
17,1,10,10,0
26,9,9,9,0
52,9,9,8,5
48,9,6,9,4
71,9,9,9,1
57,10,10,10,0
14,6,5,9,6
54,9,9,9,1
21,8,9,9,0
51,8,9,8,2
43,10,10,10,2
58,10,10,10,0
57,9,9,9,0
52,5,6,6,3
48,9,9,8,3
30,8,10,10,4
33,10,10,10,0
47,9,9,10,0
62,8,8,8,2
25,9,8,8,4
63,9,9,9,0
52,8,7,8,5
52,9,9,9,5
19,6,8,8,0
31,10,10,10,0
66,8,8,8,0
25,7,8,8,2
45,8,8,8,3
56,10,10,10,0
59,5,5,5,2
68,5,5,5,0
13,10,10,10,4
69,8,8,8,5
58,8,8,9,5
48,8,9,9,2
18,10,10,10,0
22,9,10,9,4
41,7,6,7,0
48,10,10,10,0
70,8,8,8,5
31,2,2,5,6
52,9,9,9,2
60,10,9,10,3
50,8,7,7,5
66,10,10,10,4
57,6,7,7,2
37,9,9,9,0
37,7,7,7,0
48,10,10,10,0
46,9,9,9,5
65,8,8,8,2
27,5,5,8,5
60,9,10,10,4
21,7,7,7,0
69,8,8,8,1
63,9,9,10,5
71,6,5,7,3
58,8,8,8,2
30,7,8,8,1
47,10,10,10,3
57,9,9,9,0
68,9,9,9,5
69,9,9,9,0
62,10,10,10,5
81,10,10,10,0
30,8,8,7,7
81,10,10,10,0
34,8,8,8,3
25,9,8,8,1
32,9,10,9,3
63,8,8,8,2
46,10,10,10,5
27,7,7,7,0
66,7,7,7,0
48,10,10,10,0
27,5,5,9,5
56,5,5,5,3
41,9,8,8,2
67,7,7,6,0
18,7,9,8,2
54,10,8,9,0
32,8,9,9,0
27,8,8,8,2
52,10,10,10,0
54,9,10,9,2
26,10,9,9,0
57,6,5,7,1
19,5,10,7,3
33,8,8,8,0
46,7,6,7,1
54,10,10,10,0
61,5,5,5,5
68,7,8,9,1
72,8,8,8,2
40,10,10,10,0
52,8,8,8,1
20,6,6,6,3
44,5,5,5,1
55,9,8,9,0
57,7,8,8,3
54,7,8,8,1
47,9,8,9,2
46,8,8,8,0
55,5,5,6,2
41,8,8,8,1
29,10,10,10,0
44,7,7,7,0
28,9,10,8,0
20,10,10,10,0
70,10,10,10,0
42,10,10,10,0
31,5,8,9,6
54,7,7,8,5
41,10,10,10,0
48,8,8,8,4
35,7,7,7,0
50,6,7,6,1
55,10,10,10,0
19,9,9,8,2
77,5,5,6,1
62,9,10,9,0
17,2,3,2,7
30,10,10,10,0
59,9,8,9,1
36,7,7,7,5
41,10,9,9,0
23,7,7,7,0
68,10,10,10,0
36,10,10,10,0
61,5,5,5,0
59,1,10,7,2
45,10,10,10,0
69,5,9,8,5
78,9,8,9,4
65,9,8,9,2
57,10,10,10,1
37,10,10,8,5
70,9,9,9,1
48,7,8,8,1
20,7,8,7,4
60,8,7,8,0
38,9,9,9,0
71,10,10,10,0
27,6,6,6,0
80,8,8,8,0
32,9,9,9,4
74,4,4,5,4
71,10,10,10,0
51,9,9,9,1
62,10,10,10,0
35,8,8,8,0
54,10,10,10,0
25,6,6,7,0
38,9,9,9,6
58,7,9,7,0
26,9,8,8,0
48,8,9,9,4
69,6,6,6,0
55,9,9,9,0
73,10,10,10,0
28,6,8,6,6
78,10,10,10,3
34,8,9,9,0
29,10,10,10,0
48,10,10,10,0
68,9,9,9,1
53,10,10,10,0
63,10,10,10,0
52,9,10,9,0
59,7,9,8,0
40,9,9,9,1
94,8,8,8,5
75,8,8,8,0
30,10,10,10,0
85,9,10,9,3
39,10,8,8,3
76,8,7,9,2
21,8,9,10,2
47,6,8,7,4
51,9,9,10,0
56,9,9,9,4
32,8,8,8,5
39,10,9,8,6
45,7,7,7,5
67,10,10,10,0
18,5,4,4,5
53,5,7,7,2
69,8,8,8,2
87,10,10,10,0
55,10,10,10,0
27,10,10,10,0
38,8,10,8,3
73,8,8,9,2
60,8,8,8,0
20,10,10,10,0
27,10,10,10,0
41,7,7,7,0
59,9,10,9,2
47,9,8,10,4
56,8,8,8,0
23,1,5,10,0
71,10,10,10,0
62,10,10,10,0
39,9,9,8,0
51,10,10,9,0
46,10,10,10,1
52,8,8,8,0
47,9,9,10,2
60,9,10,9,1
34,8,9,8,4
65,10,9,10,0
52,5,8,8,5
46,10,10,10,0
52,8,8,9,2
28,8,8,6,1
64,9,9,9,0
23,10,10,10,0
47,9,10,9,2
34,10,10,10,1
46,8,8,8,0
50,6,6,6,5
38,7,7,8,0
51,8,6,6,3
65,5,5,3,1
63,10,7,10,5
14,9,8,8,4
62,4,10,5,0
67,10,10,10,0
41,10,10,10,5
57,8,8,8,5
77,7,8,9,4
54,9,8,10,0
37,9,10,9,1
47,5,5,5,5
36,8,8,8,0
49,10,10,10,0
64,9,10,9,0
51,9,9,9,4
26,9,9,9,7
25,10,10,10,0
30,7,8,7,4
31,9,9,9,1
26,7,8,8,4
67,9,9,9,0
43,5,8,8,4
54,8,9,9,5
47,10,10,10,0
46,2,10,10,0
58,8,8,8,3
67,8,9,8,2
54,8,8,8,0
42,10,8,10,5
43,8,8,8,5
53,10,10,10,0
65,10,10,10,0
53,8,8,9,3
66,6,6,6,0
18,10,10,10,1
29,7,8,8,2
55,8,8,8,5
40,6,7,5,4
29,7,7,7,4
39,10,10,10,0
53,9,9,9,1
46,9,9,9,0
41,10,10,10,5
57,10,10,10,0
29,8,8,8,0
65,10,10,10,2
80,8,9,9,2
65,10,10,10,3
19,9,9,9,6
78,8,8,8,0
50,5,8,8,3
35,7,7,7,0
69,0,0,0,3
40,10,10,10,0
41,9,9,8,3
55,5,10,8,2
34,8,9,9,5
37,8,8,8,2
64,10,10,10,0
35,1,5,5,4
40,9,8,8,0
36,7,7,7,1
42,10,9,9,4
56,5,5,5,5
69,10,8,5,6
87,10,10,10,0
40,8,10,10,3
21,8,8,8,4
29,10,10,10,0
59,10,10,10,0
50,10,10,10,0
39,7,7,7,1
21,8,9,8,0
62,9,9,9,0
46,10,10,10,0
56,8,8,7,1
47,8,8,8,0
81,8,8,8,0
22,10,10,10,0
86,9,9,9,1
69,10,10,10,0
34,8,8,9,0
35,2,10,10,0
62,6,6,6,0
45,9,9,9,0
68,9,9,9,1
62,4,5,4,2
34,5,6,6,0
28,9,10,8,6
52,6,8,9,4
63,9,9,9,0
58,7,7,7,5
34,10,10,10,0
53,10,10,10,1
46,10,10,10,0
59,10,10,10,5
49,7,7,7,4
45,10,10,10,3
60,8,8,8,0
80,9,10,8,4
20,8,8,8,0
44,10,10,10,0
28,7,8,8,3
54,9,9,9,1
14,10,10,10,0
42,7,5,5,1
62,4,5,4,0
54,2,2,2,4
50,8,8,8,0
56,8,9,9,0
44,10,9,9,0
69,9,10,9,4
100,7,8,8,2
27,10,10,10,3
35,10,10,10,0
58,8,8,8,0
39,6,10,10,5
71,5,6,8,0
56,8,8,8,0
47,6,5,6,5
28,3,4,5,7
26,8,8,9,0
47,9,8,8,0
36,7,7,7,5
42,5,5,5,3
80,10,10,10,0
61,7,8,8,3
71,10,10,10,1
64,8,9,8,6
46,5,6,4,5
71,10,8,8,0
72,1,5,1,0
41,9,6,10,5
19,5,10,8,4
38,9,8,8,0
48,6,6,6,5
27,7,9,8,5
42,7,6,6,5
63,7,6,6,1
55,8,9,9,5
62,9,9,9,4
44,10,10,10,0
36,7,7,7,6
63,10,10,10,0
20,9,9,9,0
72,8,9,8,5
50,9,9,9,0
53,10,10,10,0
54,9,8,8,2
59,8,8,8,0
79,10,10,10,0
69,9,9,9,0
50,8,8,9,5
28,5,8,8,4
30,10,10,10,0
44,10,10,10,2
60,8,8,8,0
63,9,8,8,3
70,6,9,7,2
48,9,9,9,0
70,6,6,6,2
23,7,7,8,0
63,9,10,10,1
49,9,9,10,3
71,8,8,8,0
54,5,6,6,5
65,9,10,9,0
23,7,7,7,0
72,8,8,8,1
54,7,7,7,2
57,9,9,9,0
35,5,5,5,6
46,9,10,10,2
52,9,10,10,0
57,6,8,8,0
36,8,9,10,1
55,8,8,8,0
38,10,10,10,3
21,10,10,9,0
39,9,9,9,0
58,8,9,9,0
21,6,9,8,2
82,9,9,9,0
17,7,7,7,0
32,5,5,5,5
37,10,10,10,0
73,8,8,9,0
59,9,10,10,0
65,8,8,7,4
37,10,10,10,0
75,8,10,8,4
43,9,7,9,1
55,9,8,8,0
62,5,9,9,0
39,10,10,10,0
85,7,8,8,2
68,10,10,10,0
29,8,8,8,7
40,8,8,8,0
71,7,6,7,0
21,10,10,10,0
60,9,10,10,0
53,7,5,6,5
40,5,5,10,6
58,10,10,10,0
24,6,5,8,4
61,10,10,9,3
53,9,10,10,0
35,10,10,10,0
90,4,6,3,6
68,8,8,8,0
32,9,9,9,1
60,8,8,8,3
24,8,7,8,2
46,7,8,8,0
78,10,10,10,0
30,8,8,8,0
72,7,7,7,1
38,5,5,5,5
57,8,7,8,3
46,9,9,9,0
47,8,8,8,0
41,8,8,8,6
65,9,9,10,0
12,5,3,8,6
66,8,7,7,0
42,9,10,10,3
19,8,7,7,0
49,10,10,10,0
41,10,10,10,5
45,7,8,8,0
41,6,8,9,4
26,9,9,9,2
31,6,8,7,0
39,8,8,8,0
39,8,7,8,3
68,8,9,9,2
32,10,10,10,0
21,8,7,10,7
30,10,10,10,0
82,9,8,9,0
66,10,10,10,0
39,10,10,10,0
45,5,5,5,5
19,8,8,8,4
40,7,7,8,6
20,10,10,10,6
52,8,8,8,1
63,10,10,9,4
50,8,8,8,0
24,5,10,10,4
55,7,8,8,2
47,9,9,9,0
44,8,8,8,4
72,10,10,10,0
65,8,8,8,1
39,10,10,10,0
45,9,9,9,0
52,8,8,8,5
44,8,8,9,4
60,7,6,6,1
19,10,10,10,0
56,9,9,10,0
30,5,5,5,6
81,9,9,9,0
57,7,7,8,1
24,10,10,10,5
39,10,10,10,1
55,6,7,6,0
59,7,8,8,2
43,9,10,10,0
56,8,8,8,2
59,9,9,9,0
58,7,8,7,0
55,7,7,7,2
59,10,10,10,0
75,10,10,10,2
55,8,8,8,0
55,9,9,9,1
65,10,10,10,0
66,9,9,9,0
71,9,9,9,3
51,9,9,9,0
60,10,10,10,5
57,10,10,10,0
83,9,9,9,0
43,8,8,8,0
23,10,8,10,2
63,9,9,9,0
51,6,6,7,0
22,10,10,10,0
68,10,10,10,1
67,9,8,10,2
53,9,9,9,0
65,8,8,8,1
25,10,10,10,0
78,7,8,7,3
57,9,10,10,0
60,10,10,10,0
77,9,9,9,0
25,7,7,10,5
41,8,8,9,6
58,7,8,8,1
19,5,10,8,7
57,5,10,8,1
49,5,5,5,5
35,8,8,8,4
45,10,10,10,0
59,9,8,8,2
51,10,10,10,3
20,8,7,9,1
37,6,5,4,2
84,8,7,7,5
34,8,8,8,0
69,7,7,8,1
51,8,8,8,5
60,7,7,7,0
40,10,10,10,2
63,10,9,9,1
90,9,9,10,3
55,10,10,10,0
0,9,10,9,1
19,8,8,8,3
92,9,9,9,0
61,9,9,9,0
42,9,9,9,0
56,10,10,10,0
45,10,10,10,0
36,7,4,8,5
39,5,10,10,3
39,9,9,9,5
41,4,3,3,5
42,9,9,9,2
41,8,8,8,1
69,10,10,10,0
42,8,9,8,5
49,7,8,7,1
58,10,10,9,2
71,8,8,8,0
60,7,7,7,0
84,8,8,9,0
66,8,9,8,2
22,10,10,10,0
15,6,7,10,5
46,9,9,9,0
59,10,8,10,2
27,10,10,9,0
36,8,9,8,0
58,10,10,10,0
60,10,10,10,1
33,7,7,7,0
56,8,9,8,4
72,7,8,9,1
56,6,6,6,5
20,7,7,7,0
64,9,9,9,0
58,8,9,8,0
71,10,10,10,0
57,10,10,10,0
67,9,9,9,0
56,9,8,8,2
59,10,10,10,2
72,9,9,8,5
40,9,8,8,0
48,7,8,8,1
15,10,10,10,2
97,10,9,9,1
48,9,9,9,0
24,10,10,10,2
54,2,2,2,0
46,8,8,10,5
35,9,9,9,1
82,7,8,6,1
36,8,7,8,5
35,10,5,5,7
24,8,6,8,2
3,10,10,10,0
22,8,8,8,1
58,5,5,5,2
58,9,9,9,2
31,8,8,8,1
61,9,9,9,0
57,7,7,7,0
56,8,8,8,0
61,9,9,9,0
30,6,6,8,4
52,9,9,9,5
87,7,8,8,5
25,9,9,9,0
29,9,9,9,4
33,10,9,10,0
47,9,8,9,0
17,8,8,8,0
63,9,9,8,4
59,8,8,8,2
49,5,5,5,2
54,10,10,10,0
52,8,10,9,0
50,8,10,8,0
62,10,10,10,0
18,9,10,10,1
53,7,10,8,5
30,10,10,10,0
48,6,6,6,0
45,9,9,9,0
56,9,9,9,5
54,5,10,7,0
46,7,8,8,0
55,8,6,8,0
78,9,9,9,5
66,8,8,8,1
54,9,9,9,0
24,10,10,10,0
56,10,10,10,1
54,10,9,10,1
86,9,8,9,1
70,7,7,7,0
24,8,10,9,2
46,8,8,8,0
25,4,4,4,5
36,10,10,10,0
56,5,5,5,0
54,9,9,9,0
43,9,8,8,0
43,8,7,8,0
82,10,10,10,0
42,9,9,9,7
48,6,6,6,0
74,7,6,7,0
78,9,8,8,2
58,8,8,8,1
28,9,9,9,0
58,8,8,8,3
43,10,10,10,0
64,8,9,8,2
31,8,8,8,5
37,9,9,9,3
35,7,8,8,1
74,8,7,8,3
90,8,8,8,4
12,10,10,6,5
56,10,10,10,0
38,10,10,10,1
45,10,10,10,0
39,10,10,10,0
39,9,8,10,3
49,8,8,8,0
65,8,8,8,1
27,9,8,9,6
42,10,10,9,3
58,10,9,9,0
54,10,10,9,0
43,9,9,9,2
49,9,9,9,0
21,9,8,9,3
67,9,9,9,0
53,10,10,10,0
24,9,10,9,0
37,8,9,8,2
46,8,7,9,0
41,5,5,5,5
53,10,10,10,0
44,7,8,8,0
45,7,8,7,4
21,8,8,9,0
68,9,9,10,2
69,9,9,9,0
83,9,9,9,0
24,5,4,10,7
30,10,10,9,4
70,9,8,9,5
37,8,9,8,2
69,10,10,10,0
38,7,7,8,1
54,8,8,8,0
31,8,7,8,0
40,9,9,9,0
45,10,10,10,0
42,5,5,5,0
83,8,8,7,3
59,10,9,9,2
26,7,7,7,1
72,8,8,8,0
31,9,9,9,1
75,10,10,10,0
79,7,7,7,3
27,5,5,5,0
51,10,10,10,0
46,10,10,10,0
52,9,9,9,3
58,6,7,6,7
39,9,9,10,0
41,7,7,7,0
33,10,10,10,1
37,9,10,10,5
37,9,9,8,0
46,9,8,10,2
58,7,8,7,0
49,9,9,9,1
39,10,10,10,0
58,8,8,8,0
19,3,10,9,1
75,8,8,8,5
34,8,8,7,5
22,7,10,9,5
50,9,8,9,0
48,10,10,10,0
68,10,10,10,5
64,8,8,7,4
64,9,9,9,2
31,10,8,10,3
42,9,9,9,2
35,9,9,9,0
82,8,9,9,0
50,10,9,9,0
46,7,8,8,0
61,8,8,8,0
49,9,9,9,0
50,7,6,5,2
67,9,10,9,1
56,8,8,7,0
67,10,10,10,0
74,6,7,7,6
36,8,8,8,0
34,9,8,9,2
61,10,10,10,0
44,10,9,10,1
30,10,10,10,0
49,10,10,10,0
40,6,7,7,1
22,10,10,10,0
41,9,9,9,2
50,7,8,8,0
29,8,8,8,0
22,8,8,8,0
50,5,7,8,7
32,6,9,8,4
65,9,9,9,0
53,10,10,10,1
32,8,8,8,1
52,10,10,10,1
46,9,9,10,4
44,10,10,10,2
54,10,10,10,0
26,10,10,10,0
48,8,9,10,0
61,7,7,8,7
52,10,10,10,0
34,9,8,8,2
55,8,9,7,3
51,5,5,5,5
58,9,9,9,5
59,9,10,10,0
43,8,8,8,0
69,9,9,9,1
58,9,9,9,0
60,9,10,10,0
38,8,8,8,0
38,10,10,10,0
36,9,9,10,1
30,8,8,8,0
52,10,10,10,0
49,10,10,10,0
70,10,10,10,1
38,8,8,8,5
79,9,9,8,0
17,10,10,10,0
33,8,8,8,0
18,10,8,10,5
72,10,10,10,0
44,10,8,8,0
60,10,10,10,0
75,9,9,8,0
14,5,5,5,4
32,9,8,9,2
21,5,9,9,3
32,7,8,8,3
33,8,9,9,1
27,8,9,7,1
30,8,9,8,5
51,9,9,9,0
20,4,5,6,5
37,8,8,7,3
65,10,10,10,1
42,9,9,9,0
42,10,10,10,1
41,9,10,10,2
42,10,10,10,0
56,8,8,8,0
21,9,8,8,1
55,10,10,10,0
65,9,9,9,0
67,8,9,8,5
71,6,6,6,0
52,9,9,10,0
66,8,7,8,1
30,7,7,7,4
56,9,9,10,1
82,8,8,8,0
21,6,10,10,7
35,9,9,9,0
19,5,10,10,5
28,8,9,8,0
72,8,9,8,5
33,9,9,9,0
65,8,8,7,5
64,8,9,10,0
23,8,9,10,2
44,8,8,6,4
84,8,8,8,0
46,10,9,10,4
41,9,8,8,0
43,6,9,7,0
39,8,8,8,3
51,8,8,8,1
38,9,9,9,3
21,9,9,9,0
35,6,9,9,1
49,8,10,9,3
22,3,3,10,6
76,7,8,7,1
54,9,9,9,0
45,8,9,8,5
65,8,7,8,2
49,9,10,9,0
24,9,10,10,2
40,10,10,10,0
69,9,9,9,1
59,9,9,9,0
58,10,10,10,1
28,10,9,9,0
39,9,8,9,2
50,9,10,9,2
30,10,9,9,2
57,7,10,9,4
43,10,10,10,0
33,10,9,10,3
73,7,7,7,1
75,9,9,9,4
23,10,10,10,1
36,10,10,10,0
71,7,8,9,2
42,10,10,10,2
20,8,8,7,0
46,8,9,9,2
64,9,10,4,0
13,8,10,9,3
65,10,10,10,0
43,7,9,8,0
50,10,10,10,5
73,8,8,7,0
50,10,10,10,0
70,9,8,9,2
58,9,9,9,5
19,10,10,10,0
27,9,8,9,3
61,7,8,8,1
53,8,8,8,5
57,10,9,9,1
85,8,8,8,3
40,9,9,9,0
54,10,10,10,0
68,9,8,8,5
60,5,6,5,2
18,5,5,5,0
20,9,9,9,0
42,10,10,10,0
51,10,10,10,0
61,8,8,8,1
68,5,5,6,5
61,8,8,10,0
63,10,10,10,1
40,6,9,8,4
72,9,10,10,2
62,8,8,8,6
43,2,2,9,4
60,9,8,7,5
58,9,8,10,2
14,4,9,7,5
55,8,8,7,3
45,8,8,8,1
33,7,8,9,4
31,8,8,8,5
45,8,9,9,0
38,8,9,9,5
58,7,8,8,1
88,8,8,9,5
52,9,9,9,0
26,10,10,10,0
44,9,8,8,4
51,10,10,10,0
57,9,9,9,1
67,9,9,9,0
